num_qubits,h_fid_baseline,tv_fid_baseline,h_fid,tv_fid,num_vgates,run_time,knit_time
4,0.9964742409753642,0.966406534592069,0.3487915775931762,0.5265977615722119,2,57.61001517702243,5.333914555987576
4,0.9965130454542781,0.9679510429095605,0.33836631078686435,0.5280365180774363,2,55.997812076995615,5.246473813022021
4,0.9933814520504999,0.9551000000000001,0.5626869450025965,0.5767498886607141,2,57.562374330009334,5.606091904977802
4,0.9934281094625698,0.9559500000000001,0.995937636429413,0.96699576375,2,47.71225818799576,4.933430798992049
4,0.9930336256733316,0.9549,0.9970149651068714,0.960803318125,2,58.907270220981445,4.9100813810073305
4,0.9936357891571409,0.9572499999999999,0.9969684861962395,0.971240151875,2,59.661439258023165,4.7910629760008305
6,0.9838296101722023,0.92145,0.9893517971803404,0.9344051924999999,2,94.27492654600064,4.8792811000021175
6,0.9848389884351363,0.92075,0.9924798714946858,0.948009501875,2,75.28727085900027,4.847725736995926
6,0.9866244438144671,0.9249,0.9901750406210856,0.9363993431250001,2,88.61161127701052,4.978964642010396
8,0.9723287421039092,0.8974000000000001,0.9691842254341778,0.8915963290625,2,103.61217011700501,5.935638230002951
8,0.972890196233711,0.8948000000000002,0.9740615674085606,0.8996389300612746,2,121.18221592399641,5.686439316981705
8,0.974902965844588,0.8938500000000001,0.9731254822558324,0.8955226840624999,2,106.93051719499636,5.464956171024824
10,0.9345817236594071,0.8376500000000016,0.9490602982346058,0.8602721699999998,2,127.20890158202383,5.856979877018603
10,0.9368974166878439,0.8462500000000016,0.9478052809563847,0.8553328888977663,2,119.88204738299828,5.0698689080018084
10,0.9399532452767032,0.8484000000000015,0.9472431270694713,0.8575983265443705,2,138.46465792800882,5.044409155001631
12,0.8528716139391435,0.748450000000005,0.9153173741193474,0.8292477381462642,2,135.4533501510159,5.144282679015305
12,0.85844113914919,0.755750000000005,0.9193668493217396,0.8349741959675157,2,144.6667916540173,5.09456619102275
12,0.849816711557454,0.7420000000000053,0.9174126028187753,0.8347551596126392,2,160.88748841101187,5.281701110012364
14,0.2393185806223908,0.2489499999999384,0.8745171748717671,0.8016449359077351,2,206.5015824539878,6.194900342001347
